SN,open,high,low,close,change,pct_change,turnover,date
2506,351,351,351,351,-2.7,-0.76,0,17/08/2011
2507,354,354,354,354,0.26,0.07,0,16/08/2011
2508,353,353,353,353,0.68,0.19,0,15/08/2011
2509,353,353,353,353,0.66,0.19,0,11/08/2011
2510,352,352,352,352,6.18,1.79,0,10/08/2011
2511,346,346,346,346,-6.37,-1.81,0,09/08/2011
2512,352,352,352,352,-1.57,-0.44,0,08/08/2011
2513,354,354,354,354,-3.89,-1.09,0,07/08/2011
2514,358,358,358,358,1.73,0.49,0,04/08/2011
2515,356,356,356,356,-1.7,-0.48,0,03/08/2011
2516,358,358,358,358,-0.06,-0.02,0,02/08/2011
2517,358,358,358,358,-1.14,-0.32,0,01/08/2011
2518,359,359,359,359,-4.33,-1.19,0,31/07/2011
2519,361,361,361,361,-2.42,-0.67,0,28/07/2011
2520,364,364,364,364,6.5,1.82,0,27/07/2011
2521,357,357,357,357,-2.82,-0.78,0,26/07/2011
2522,360,360,360,360,-5.28,-1.44,0,25/07/2011
2523,365,365,365,365,-11.15,-2.96,0,24/07/2011
2524,377,377,377,377,-3.65,-0.96,0,21/07/2011
2525,380,380,380,380,6.09,1.63,0,20/07/2011
2526,374,374,374,374,3.99,1.08,0,19/07/2011
2527,370,370,370,370,-8.26,-2.18,0,18/07/2011
2528,378,378,378,378,19.18,5.34,0,17/07/2011
2529,363,363,363,363,6.06,1.7,0,14/07/2011
2530,356,356,356,356,4.24,1.2,0,13/07/2011
2531,352,352,352,352,6.18,1.79,0,12/07/2011
2532,346,346,346,346,0.03,0.01,0,11/07/2011
2533,346,346,346,346,5.05,1.48,0,10/07/2011
2534,341,341,341,341,-3.51,-1.02,0,07/07/2011
2535,345,345,345,345,4.02,1.18,0,06/07/2011
2536,341,341,341,341,6.88,2.06,0,05/07/2011
2537,334,334,334,334,0.7,0.21,0,04/07/2011
2538,333,333,333,333,-3.45,-1.02,0,03/07/2011
2539,337,337,337,337,3.76,1.13,0,30/06/2011
2540,333,333,333,333,3.43,1.04,0,29/06/2011
2541,330,330,330,330,-17.28,-4.98,0,27/06/2011
2542,347,347,347,347,-17.62,-4.84,0,26/06/2011
2543,364,364,364,364,20.18,5.86,0,23/06/2011
2544,344,344,344,344,13.45,4.07,0,21/06/2011
2545,331,331,331,331,11.78,3.69,0,20/06/2011
2546,319,319,319,319,15.46,5.09,0,19/06/2011
2547,304,304,304,304,11.21,3.84,0,16/06/2011
2548,292,292,292,292,-5.31,-1.78,0,15/06/2011
2549,298,298,298,298,-4.1,-1.36,0,14/06/2011
2550,302,302,302,302,-2.4,-0.79,0,13/06/2011
2551,304,304,304,304,-4.76,-1.54,0,12/06/2011
2552,309,309,309,309,-2.38,-0.76,0,09/06/2011
2553,311,311,311,311,-6.22,-1.96,0,08/06/2011
2554,317,317,317,317,-5.7,-1.76,0,07/06/2011
2555,323,323,323,323,-4.62,-1.41,0,06/06/2011
2556,328,328,328,328,-5.95,-1.78,0,05/06/2011
2557,334,334,334,334,-1.94,-0.58,0,02/06/2011
2558,336,336,336,336,-1.03,-0.31,0,01/06/2011
2559,337,337,337,337,-6.04,-1.76,0,31/05/2011
2560,343,343,343,343,-1.74,-0.51,0,30/05/2011
2561,345,345,345,345,2.84,0.83,0,26/05/2011
2562,342,342,342,342,0.11,0.03,0,25/05/2011
2563,342,342,342,342,-0.53,-0.15,0,24/05/2011
2564,342,342,342,342,-1.48,-0.43,0,23/05/2011
2565,344,344,344,344,-1.27,-0.37,0,22/05/2011
2566,345,345,345,345,-2.07,-0.6,0,19/05/2011
2567,347,347,347,347,-3.71,-1.06,0,18/05/2011
2568,351,351,351,351,1.4,0.4,0,16/05/2011
2569,349,349,349,349,2.78,0.8,0,15/05/2011
2570,346,346,346,346,1.78,0.52,0,12/05/2011
2571,345,345,345,345,0.58,0.17,0,11/05/2011
2572,344,344,344,344,3.24,0.95,0,10/05/2011
2573,341,341,341,341,0.18,0.05,0,09/05/2011
2574,341,341,341,341,1.13,0.33,0,08/05/2011
2575,340,340,340,340,0.67,0.2,0,05/05/2011
2576,339,339,339,339,-0.7,-0.21,0,04/05/2011
2577,340,340,340,340,-5.03,-1.46,0,03/05/2011
2578,345,345,345,345,-3.14,-0.9,0,02/05/2011
2579,348,348,348,348,-2.44,-0.7,0,28/04/2011
2580,350,350,350,350,-6.06,-1.7,0,27/04/2011
2581,356,356,356,356,-0.66,-0.19,0,26/04/2011
2582,357,357,357,357,-1.58,-0.44,0,25/04/2011
2583,358,358,358,358,-2.66,-0.73,0,21/04/2011
2584,361,361,361,361,-3.18,-0.87,0,20/04/2011
2585,364,364,364,364,-1.18,-0.32,0,19/04/2011
2586,365,365,365,365,-2.08,-0.57,0,18/04/2011
2587,368,368,368,368,-5.66,-1.52,0,17/04/2011
2588,373,373,373,373,7.87,2.15,0,13/04/2011
2589,365,365,365,365,-1.26,-0.34,0,11/04/2011
2590,367,367,367,367,1.18,0.32,0,10/04/2011
2591,365,365,365,365,1.04,0.28,0,07/04/2011
2592,364,364,364,364,-0.02,-0.01,0,06/04/2011
2593,364,364,364,364,-0.57,-0.16,0,05/04/2011
2594,365,365,365,365,-0.27,-0.07,0,04/04/2011
2595,365,365,365,365,6.14,1.71,0,31/03/2011
2596,359,359,359,359,1.07,0.3,0,30/03/2011
2597,358,358,358,358,-6.65,-1.82,0,29/03/2011
2598,365,365,365,365,-7.31,-1.96,0,28/03/2011
2599,372,372,372,372,-4.67,-1.24,0,27/03/2011
2600,376.67,376.67,376.67,376.67,0,0,0,24/03/2011
2601,377.63,377.63,377.63,377.63,0,0,0,23/03/2011
2602,379.32,379.32,379.32,379.32,0,0,0,22/03/2011
2603,379.46,379.46,379.46,379.46,0,0,0,21/03/2011
2604,377.6,377.6,377.6,377.6,0,0,0,20/03/2011
2605,377.51,377.51,377.51,377.51,0,0,0,17/03/2011
2606,378.83,378.83,378.83,378.83,0,0,0,16/03/2011
2607,376.75,376.75,376.75,376.75,0,0,0,15/03/2011
2608,384.18,384.18,384.18,384.18,0,0,0,14/03/2011
2609,388.25,388.25,388.25,388.25,0,0,0,13/03/2011
2610,389.81,389.81,389.81,389.81,0,0,0,10/03/2011
2611,392.71,392.71,392.71,392.71,0,0,0,09/03/2011
2612,394.06,394.06,394.06,394.06,0,0,0,07/03/2011
2613,395.43,395.43,395.43,395.43,0,0,0,03/03/2011
2614,391.22,391.22,391.22,391.22,0,0,0,01/03/2011
2615,391.66,391.66,391.66,391.66,0,0,0,28/02/2011
2616,394.19,394.19,394.19,394.19,0,0,0,27/02/2011
2617,397.46,397.46,397.46,397.46,0,0,0,24/02/2011
2618,398.5,398.5,398.5,398.5,0,0,0,23/02/2011
2619,401.2,401.2,401.2,401.2,0,0,0,22/02/2011
2620,404.32,404.32,404.32,404.32,0,0,0,21/02/2011
2621,405.15,405.15,405.15,405.15,0,0,0,20/02/2011
2622,408.19,408.19,408.19,408.19,0,0,0,17/02/2011
2623,405.44,405.44,405.44,405.44,0,0,0,16/02/2011
2624,404.47,404.47,404.47,404.47,0,0,0,15/02/2011
2625,403.71,403.71,403.71,403.71,0,0,0,14/02/2011
2626,404.14,404.14,404.14,404.14,0,0,0,13/02/2011
2627,405.05,405.05,405.05,405.05,0,0,0,10/02/2011
2628,405.44,405.44,405.44,405.44,0,0,0,09/02/2011
2629,406.96,406.96,406.96,406.96,0,0,0,08/02/2011
2630,408.47,408.47,408.47,408.47,0,0,0,07/02/2011
2631,413.76,413.76,413.76,413.76,0,0,0,06/02/2011
2632,406.84,406.84,406.84,406.84,0,0,0,03/02/2011
2633,407.97,407.97,407.97,407.97,0,0,0,02/02/2011
2634,410.48,410.48,410.48,410.48,0,0,0,01/02/2011
2635,410.57,410.57,410.57,410.57,0,0,0,31/01/2011
2636,410.34,410.34,410.34,410.34,0,0,0,24/01/2011
2637,406.34,406.34,406.34,406.34,0,0,0,23/01/2011
2638,406.9,406.9,406.9,406.9,0,0,0,20/01/2011
2639,404.33,404.33,404.33,404.33,0,0,0,19/01/2011
2640,403.46,403.46,403.46,403.46,0,0,0,18/01/2011
2641,403.71,403.71,403.71,403.71,0,0,0,17/01/2011
2642,403.12,403.12,403.12,403.12,0,0,0,16/01/2011
2643,402.75,402.75,402.75,402.75,0,0,0,13/01/2011
2644,400.2,400.2,400.2,400.2,0,0,0,12/01/2011
2645,400.67,400.67,400.67,400.67,0,0,0,11/01/2011
2646,399.47,399.47,399.47,399.47,0,0,0,10/01/2011
2647,398.26,398.26,398.26,398.26,0,0,0,09/01/2011
2648,400.43,400.43,400.43,400.43,0,0,0,06/01/2011
2649,400.76,400.76,400.76,400.76,0,0,0,05/01/2011
2650,399.59,399.59,399.59,399.59,0,0,0,04/01/2011
2651,398.01,398.01,398.01,398.01,0,0,0,03/01/2011
2652,400.62,400.62,400.62,400.62,0,0,0,02/01/2011
2653,404.06,404.06,404.06,404.06,0,0,0,29/12/2010
2654,404.18,404.18,404.18,404.18,0,0,0,28/12/2010
2655,407.72,407.72,407.72,407.72,0,0,0,27/12/2010
2656,406.86,406.86,406.86,406.86,0,0,0,26/12/2010
2657,399.55,399.55,399.55,399.55,0,0,0,23/12/2010
2658,394.84,394.84,394.84,394.84,0,0,0,22/12/2010
2659,391.35,391.35,391.35,391.35,0,0,0,20/12/2010
2660,390.98,390.98,390.98,390.98,0,0,0,19/12/2010
2661,392.04,392.04,392.04,392.04,0,0,0,16/12/2010
2662,394.17,394.17,394.17,394.17,0,0,0,15/12/2010
2663,392.78,392.78,392.78,392.78,0,0,0,14/12/2010
2664,396.3,396.3,396.3,396.3,0,0,0,13/12/2010
2665,395.61,395.61,395.61,395.61,0,0,0,12/12/2010
2666,398.88,398.88,398.88,398.88,0,0,0,09/12/2010
2667,400.78,400.78,400.78,400.78,0,0,0,08/12/2010
2668,401.77,401.77,401.77,401.77,0,0,0,07/12/2010
2669,403.56,403.56,403.56,403.56,0,0,0,06/12/2010
2670,407.86,407.86,407.86,407.86,0,0,0,05/12/2010
2671,408.89,408.89,408.89,408.89,0,0,0,02/12/2010
2672,412.06,412.06,412.06,412.06,0,0,0,01/12/2010
2673,413.65,413.65,413.65,413.65,0,0,0,30/11/2010
2674,415.53,415.53,415.53,415.53,0,0,0,29/11/2010
2675,417.74,417.74,417.74,417.74,0,0,0,28/11/2010
2676,418.35,418.35,418.35,418.35,0,0,0,25/11/2010
2677,419.07,419.07,419.07,419.07,0,0,0,24/11/2010
2678,419.3,419.3,419.3,419.3,0,0,0,23/11/2010
2679,419.81,419.81,419.81,419.81,0,0,0,22/11/2010
2680,423.35,423.35,423.35,423.35,0,0,0,21/11/2010
2681,425.64,425.64,425.64,425.64,0,0,0,18/11/2010
2682,424.17,424.17,424.17,424.17,0,0,0,16/11/2010
2683,423.64,423.64,423.64,423.64,0,0,0,15/11/2010
2684,425.01,425.01,425.01,425.01,0,0,0,14/11/2010
2685,424.9,424.9,424.9,424.9,0,0,0,11/11/2010
2686,423.69,423.69,423.69,423.69,0,0,0,10/11/2010
2687,423.85,423.85,423.85,423.85,0,0,0,09/11/2010
2688,424.96,424.96,424.96,424.96,0,0,0,04/11/2010
2689,423.19,423.19,423.19,423.19,0,0,0,03/11/2010
2690,421.55,421.55,421.55,421.55,0,0,0,02/11/2010
2691,424.9,424.9,424.9,424.9,0,0,0,01/11/2010
2692,423.87,423.87,423.87,423.87,0,0,0,31/10/2010
2693,424.86,424.86,424.86,424.86,0,0,0,28/10/2010
2694,422.47,422.47,422.47,422.47,0,0,0,27/10/2010
2695,425.04,425.04,425.04,425.04,0,0,0,26/10/2010
2696,426.48,426.48,426.48,426.48,0,0,0,25/10/2010
2697,425.57,425.57,425.57,425.57,0,0,0,24/10/2010
2698,420.54,420.54,420.54,420.54,0,0,0,21/10/2010
2699,421.49,421.49,421.49,421.49,0,0,0,20/10/2010
2700,420.3,420.3,420.3,420.3,0,0,0,13/10/2010
2701,420.44,420.44,420.44,420.44,0,0,0,12/10/2010
2702,418.16,418.16,418.16,418.16,0,0,0,11/10/2010
2703,416.86,416.86,416.86,416.86,0,0,0,10/10/2010
2704,411.82,411.82,411.82,411.82,0,0,0,07/10/2010
2705,406.49,406.49,406.49,406.49,0,0,0,06/10/2010
2706,404.49,404.49,404.49,404.49,0,0,0,05/10/2010
2707,403.7,403.7,403.7,403.7,0,0,0,04/10/2010
2708,402.15,402.15,402.15,402.15,0,0,0,03/10/2010
2709,402.54,402.54,402.54,402.54,0,0,0,30/09/2010
2710,402.77,402.77,402.77,402.77,0,0,0,29/09/2010
2711,403.54,403.54,403.54,403.54,0,0,0,28/09/2010
2712,405.45,405.45,405.45,405.45,0,0,0,27/09/2010
2713,405.73,405.73,405.73,405.73,0,0,0,26/09/2010
2714,404.41,404.41,404.41,404.41,0,0,0,23/09/2010
2715,403.95,403.95,403.95,403.95,0,0,0,21/09/2010
2716,400.38,400.38,400.38,400.38,0,0,0,20/09/2010
2717,402.25,402.25,402.25,402.25,0,0,0,19/09/2010
2718,404.08,404.08,404.08,404.08,0,0,0,16/09/2010
2719,407.2,407.2,407.2,407.2,0,0,0,15/09/2010
2720,410.29,410.29,410.29,410.29,0,0,0,14/09/2010
2721,410.65,410.65,410.65,410.65,0,0,0,13/09/2010
2722,413.32,413.32,413.32,413.32,0,0,0,12/09/2010
2723,414.36,414.36,414.36,414.36,0,0,0,09/09/2010
2724,420.25,420.25,420.25,420.25,0,0,0,08/09/2010
2725,416.26,416.26,416.26,416.26,0,0,0,07/09/2010
2726,412.32,412.32,412.32,412.32,0,0,0,06/09/2010
2727,408.64,408.64,408.64,408.64,0,0,0,05/09/2010
2728,420.41,420.41,420.41,420.41,0,0,0,02/09/2010
2729,421.16,421.16,421.16,421.16,0,0,0,31/08/2010
2730,426.74,426.74,426.74,426.74,0,0,0,30/08/2010
2731,429.01,429.01,429.01,429.01,0,0,0,29/08/2010
2732,432.74,432.74,432.74,432.74,0,0,0,26/08/2010
2733,432.39,432.39,432.39,432.39,0,0,0,23/08/2010
2734,431.15,431.15,431.15,431.15,0,0,0,22/08/2010
2735,442.05,442.05,442.05,442.05,0,0,0,19/08/2010
2736,442.74,442.74,442.74,442.74,0,0,0,18/08/2010
2737,447.17,447.17,447.17,447.17,0,0,0,17/08/2010
2738,453.4,453.4,453.4,453.4,0,0,0,16/08/2010
2739,454.24,454.24,454.24,454.24,0,0,0,15/08/2010
2740,454.68,454.68,454.68,454.68,0,0,0,12/08/2010
2741,456.17,456.17,456.17,456.17,0,0,0,11/08/2010
2742,455.71,455.71,455.71,455.71,0,0,0,10/08/2010
2743,457.36,457.36,457.36,457.36,0,0,0,09/08/2010
2744,460.22,460.22,460.22,460.22,0,0,0,08/08/2010
2745,458.86,458.86,458.86,458.86,0,0,0,05/08/2010
2746,460.89,460.89,460.89,460.89,0,0,0,04/08/2010
2747,460.02,460.02,460.02,460.02,0,0,0,03/08/2010
2748,460.2,460.2,460.2,460.2,0,0,0,02/08/2010
2749,462.48,462.48,462.48,462.48,0,0,0,01/08/2010
2750,461.63,461.63,461.63,461.63,0,0,0,29/07/2010
2751,459.79,459.79,459.79,459.79,0,0,0,28/07/2010
2752,460.55,460.55,460.55,460.55,0,0,0,27/07/2010
2753,461.65,461.65,461.65,461.65,0,0,0,26/07/2010
2754,463.96,463.96,463.96,463.96,0,0,0,25/07/2010
2755,469.34,469.34,469.34,469.34,0,0,0,22/07/2010
2756,471.14,471.14,471.14,471.14,0,0,0,21/07/2010
2757,468.86,468.86,468.86,468.86,0,0,0,20/07/2010
2758,466.3,466.3,466.3,466.3,0,0,0,19/07/2010
2759,468.18,468.18,468.18,468.18,0,0,0,18/07/2010
2760,477.73,477.73,477.73,477.73,0,0,0,15/07/2010
2761,467.1,467.1,467.1,467.1,0,0,0,14/07/2010
2762,464.54,464.54,464.54,464.54,0,0,0,13/07/2010
2763,461.62,461.62,461.62,461.62,0,0,0,12/07/2010
2764,457.78,457.78,457.78,457.78,0,0,0,11/07/2010
2765,459.52,459.52,459.52,459.52,0,0,0,08/07/2010
2766,461.87,461.87,461.87,461.87,0,0,0,07/07/2010
2767,463.24,463.24,463.24,463.24,0,0,0,06/07/2010
2768,460.7,460.7,460.7,460.7,0,0,0,05/07/2010
2769,464.69,464.69,464.69,464.69,0,0,0,04/07/2010
2770,470.1,470.1,470.1,470.1,0,0,0,01/07/2010
2771,455.75,455.75,455.75,455.75,0,0,0,30/06/2010
2772,455.69,455.69,455.69,455.69,0,0,0,29/06/2010
2773,459.79,459.79,459.79,459.79,0,0,0,28/06/2010
2774,463.51,463.51,463.51,463.51,0,0,0,24/06/2010
2775,467.6,467.6,467.6,467.6,0,0,0,23/06/2010
2776,470.72,470.72,470.72,470.72,0,0,0,22/06/2010
2777,468.61,468.61,468.61,468.61,0,0,0,21/06/2010
2778,474.99,474.99,474.99,474.99,0,0,0,20/06/2010
2779,474.63,474.63,474.63,474.63,0,0,0,17/06/2010
2780,475.15,475.15,475.15,475.15,0,0,0,16/06/2010
2781,476,476,476,476,0,0,0,15/06/2010
2782,476.69,476.69,476.69,476.69,0,0,0,14/06/2010
2783,482.12,482.12,482.12,482.12,0,0,0,13/06/2010
2784,484.78,484.78,484.78,484.78,0,0,0,10/06/2010
2785,486.6,486.6,486.6,486.6,0,0,0,09/06/2010
2786,482.76,482.76,482.76,482.76,0,0,0,08/06/2010
2787,478.49,478.49,478.49,478.49,0,0,0,07/06/2010
2788,478.29,478.29,478.29,478.29,0,0,0,06/06/2010
2789,481.69,481.69,481.69,481.69,0,0,0,03/06/2010
2790,480.48,480.48,480.48,480.48,0,0,0,02/06/2010
2791,479.98,479.98,479.98,479.98,0,0,0,01/06/2010
2792,490.08,490.08,490.08,490.08,0,0,0,31/05/2010
2793,506.35,506.35,506.35,506.35,0,0,0,30/05/2010
2794,478.97,478.97,478.97,478.97,0,0,0,26/05/2010
2795,482.44,482.44,482.44,482.44,0,0,0,25/05/2010
2796,462.63,462.63,462.63,462.63,0,0,0,24/05/2010
2797,462.57,462.57,462.57,462.57,0,0,0,23/05/2010
2798,461.94,461.94,461.94,461.94,0,0,0,20/05/2010
2799,453.84,453.84,453.84,453.84,0,0,0,19/05/2010
2800,448.29,448.29,448.29,448.29,0,0,0,18/05/2010
2801,440.34,440.34,440.34,440.34,0,0,0,17/05/2010
2802,440.49,440.49,440.49,440.49,0,0,0,16/05/2010
2803,456.04,456.04,456.04,456.04,0,0,0,13/05/2010
2804,448.98,448.98,448.98,448.98,0,0,0,12/05/2010
2805,429.59,429.59,429.59,429.59,0,0,0,11/05/2010
2806,418.77,418.77,418.77,418.77,0,0,0,10/05/2010
2807,413.98,413.98,413.98,413.98,0,0,0,09/05/2010
2808,419.03,419.03,419.03,419.03,0,0,0,29/04/2010
2809,405.45,405.45,405.45,405.45,0,0,0,28/04/2010
2810,408.19,408.19,408.19,408.19,0,0,0,27/04/2010
2811,415.47,415.47,415.47,415.47,0,0,0,26/04/2010
2812,423.41,423.41,423.41,423.41,0,0,0,25/04/2010
2813,426.57,426.57,426.57,426.57,0,0,0,22/04/2010
2814,426.42,426.42,426.42,426.42,0,0,0,21/04/2010
2815,438.64,438.64,438.64,438.64,0,0,0,20/04/2010
2816,441.98,441.98,441.98,441.98,0,0,0,19/04/2010
2817,446.05,446.05,446.05,446.05,0,0,0,18/04/2010
2818,449.38,449.38,449.38,449.38,0,0,0,15/04/2010
2819,443.54,443.54,443.54,443.54,0,0,0,13/04/2010
2820,443.66,443.66,443.66,443.66,0,0,0,12/04/2010
2821,443.54,443.54,443.54,443.54,0,0,0,11/04/2010
2822,446.03,446.03,446.03,446.03,0,0,0,08/04/2010
2823,443.89,443.89,443.89,443.89,0,0,0,07/04/2010
2824,449.27,449.27,449.27,449.27,0,0,0,06/04/2010
2825,455.08,455.08,455.08,455.08,0,0,0,05/04/2010
2826,458.13,458.13,458.13,458.13,0,0,0,04/04/2010
2827,452.46,452.46,452.46,452.46,0,0,0,01/04/2010
2828,443.17,443.17,443.17,443.17,0,0,0,31/03/2010
2829,443.97,443.97,443.97,443.97,0,0,0,30/03/2010
2830,454.54,454.54,454.54,454.54,0,0,0,29/03/2010
2831,463.1,463.1,463.1,463.1,0,0,0,28/03/2010
2832,466.09,466.09,466.09,466.09,0,0,0,25/03/2010
2833,468.86,468.86,468.86,468.86,0,0,0,23/03/2010
2834,472.82,472.82,472.82,472.82,0,0,0,22/03/2010
2835,475.61,475.61,475.61,475.61,0,0,0,18/03/2010
2836,478.17,478.17,478.17,478.17,0,0,0,17/03/2010
2837,480.49,480.49,480.49,480.49,0,0,0,16/03/2010
2838,481.19,481.19,481.19,481.19,0,0,0,14/03/2010
2839,486.14,486.14,486.14,486.14,0,0,0,11/03/2010
2840,489.42,489.42,489.42,489.42,0,0,0,10/03/2010
2841,500.71,500.71,500.71,500.71,0,0,0,09/03/2010
2842,504.27,504.27,504.27,504.27,0,0,0,07/03/2010
2843,508.26,508.26,508.26,508.26,0,0,0,04/03/2010
2844,517,517,517,517,0,0,0,03/03/2010
2845,502.81,502.81,502.81,502.81,0,0,0,02/03/2010
2846,497.96,497.96,497.96,497.96,0,0,0,01/03/2010
2847,485.14,485.14,485.14,485.14,0,0,0,18/02/2010
2848,485.82,485.82,485.82,485.82,0,0,0,17/02/2010
2849,486.82,486.82,486.82,486.82,0,0,0,16/02/2010
2850,492.62,492.62,492.62,492.62,0,0,0,15/02/2010
2851,497.24,497.24,497.24,497.24,0,0,0,11/02/2010
2852,492.88,492.88,492.88,492.88,0,0,0,10/02/2010
2853,477.67,477.67,477.67,477.67,0,0,0,09/02/2010
2854,489.4,489.4,489.4,489.4,0,0,0,08/02/2010
2855,496.27,496.27,496.27,496.27,0,0,0,07/02/2010
2856,501.18,501.18,501.18,501.18,0,0,0,04/02/2010
2857,503.56,503.56,503.56,503.56,0,0,0,03/02/2010
2858,507.02,507.02,507.02,507.02,0,0,0,02/02/2010
2859,510.1,510.1,510.1,510.1,0,0,0,01/02/2010
2860,512.34,512.34,512.34,512.34,0,0,0,31/01/2010
2861,515.24,515.24,515.24,515.24,0,0,0,28/01/2010
2862,511.7,511.7,511.7,511.7,0,0,0,27/01/2010
2863,513.71,513.71,513.71,513.71,0,0,0,26/01/2010
2864,516.79,516.79,516.79,516.79,0,0,0,25/01/2010
2865,516.77,516.77,516.77,516.77,0,0,0,24/01/2010
2866,518.11,518.11,518.11,518.11,0,0,0,21/01/2010
2867,520.19,520.19,520.19,520.19,0,0,0,20/01/2010
2868,522.05,522.05,522.05,522.05,0,0,0,19/01/2010
2869,524.61,524.61,524.61,524.61,0,0,0,18/01/2010
2870,527.22,527.22,527.22,527.22,0,0,0,17/01/2010
2871,530.96,530.96,530.96,530.96,0,0,0,14/01/2010
2872,530.81,530.81,530.81,530.81,0,0,0,13/01/2010
2873,532.26,532.26,532.26,532.26,0,0,0,12/01/2010
2874,534.34,534.34,534.34,534.34,0,0,0,11/01/2010
2875,535.41,535.41,535.41,535.41,0,0,0,10/01/2010
2876,535.81,535.81,535.81,535.81,0,0,0,07/01/2010
2877,536.63,536.63,536.63,536.63,0,0,0,06/01/2010
2878,536.18,536.18,536.18,536.18,0,0,0,05/01/2010
2879,543.2,543.2,543.2,543.2,0,0,0,04/01/2010
2880,546.88,546.88,546.88,546.88,0,0,0,03/01/2010
2881,548.11,548.11,548.11,548.11,0,0,0,31/12/2009
2882,546.94,546.94,546.94,546.94,0,0,0,29/12/2009
2883,545.69,545.69,545.69,545.69,0,0,0,28/12/2009
2884,545.27,545.27,545.27,545.27,0,0,0,27/12/2009
2885,545.66,545.66,545.66,545.66,0,0,0,24/12/2009
2886,542.21,542.21,542.21,542.21,0,0,0,23/12/2009
2887,541.86,541.86,541.86,541.86,0,0,0,22/12/2009
2888,536.7,536.7,536.7,536.7,0,0,0,21/12/2009
2889,538.68,538.68,538.68,538.68,0,0,0,20/12/2009
2890,539.44,539.44,539.44,539.44,0,0,0,17/12/2009
2891,542.1,542.1,542.1,542.1,0,0,0,16/12/2009
2892,548.61,548.61,548.61,548.61,0,0,0,15/12/2009
2893,554.54,554.54,554.54,554.54,0,0,0,14/12/2009
2894,553.4,553.4,553.4,553.4,0,0,0,13/12/2009
2895,545.79,545.79,545.79,545.79,0,0,0,10/12/2009
2896,537.57,537.57,537.57,537.57,0,0,0,09/12/2009
2897,530.22,530.22,530.22,530.22,0,0,0,08/12/2009
2898,524.18,524.18,524.18,524.18,0,0,0,07/12/2009
2899,519.16,519.16,519.16,519.16,0,0,0,06/12/2009
2900,517.45,517.45,517.45,517.45,0,0,0,03/12/2009
2901,521.77,521.77,521.77,521.77,0,0,0,01/12/2009
2902,528.83,528.83,528.83,528.83,0,0,0,30/11/2009
2903,534.32,534.32,534.32,534.32,0,0,0,26/11/2009
2904,540.74,540.74,540.74,540.74,0,0,0,25/11/2009
2905,543.01,543.01,543.01,543.01,0,0,0,24/11/2009
2906,548.9,548.9,548.9,548.9,0,0,0,23/11/2009
2907,562.11,562.11,562.11,562.11,0,0,0,22/11/2009
2908,563.01,563.01,563.01,563.01,0,0,0,19/11/2009
2909,562.22,562.22,562.22,562.22,0,0,0,18/11/2009
2910,564.61,564.61,564.61,564.61,0,0,0,17/11/2009
2911,560.56,560.56,560.56,560.56,0,0,0,16/11/2009
2912,566.94,566.94,566.94,566.94,0,0,0,15/11/2009
2913,565.86,565.86,565.86,565.86,0,0,0,12/11/2009
2914,576.8,576.8,576.8,576.8,0,0,0,11/11/2009
2915,580.23,580.23,580.23,580.23,0,0,0,10/11/2009
2916,583.1,583.1,583.1,583.1,0,0,0,09/11/2009
2917,587.41,587.41,587.41,587.41,0,0,0,08/11/2009
2918,584.64,584.64,584.64,584.64,0,0,0,05/11/2009
2919,581.6,581.6,581.6,581.6,0,0,0,04/11/2009
2920,571.58,571.58,571.58,571.58,0,0,0,03/11/2009
2921,567.27,567.27,567.27,567.27,0,0,0,02/11/2009
2922,567.06,567.06,567.06,567.06,0,0,0,01/11/2009
2923,579.58,579.58,579.58,579.58,0,0,0,29/10/2009
2924,585.04,585.04,585.04,585.04,0,0,0,28/10/2009
2925,591.76,591.76,591.76,591.76,0,0,0,27/10/2009
2926,595.33,595.33,595.33,595.33,0,0,0,26/10/2009
2927,599.22,599.22,599.22,599.22,0,0,0,25/10/2009
2928,601.16,601.16,601.16,601.16,0,0,0,22/10/2009
2929,601.21,601.21,601.21,601.21,0,0,0,21/10/2009
2930,609.55,609.55,609.55,609.55,0,0,0,15/10/2009
2931,599.5,599.5,599.5,599.5,0,0,0,14/10/2009
2932,599.45,599.45,599.45,599.45,0,0,0,13/10/2009
2933,598.52,598.52,598.52,598.52,0,0,0,12/10/2009
2934,600.19,600.19,600.19,600.19,0,0,0,11/10/2009
2935,602.98,602.98,602.98,602.98,0,0,0,08/10/2009
2936,606.98,606.98,606.98,606.98,0,0,0,07/10/2009
2937,613.18,613.18,613.18,613.18,0,0,0,06/10/2009
2938,636.87,636.87,636.87,636.87,0,0,0,05/10/2009
2939,633.27,633.27,633.27,633.27,0,0,0,04/10/2009
2940,630.55,630.55,630.55,630.55,0,0,0,24/09/2009
2941,630.45,630.45,630.45,630.45,0,0,0,23/09/2009
2942,632.7,632.7,632.7,632.7,0,0,0,22/09/2009
2943,626.92,626.92,626.92,626.92,0,0,0,20/09/2009
2944,627.97,627.97,627.97,627.97,0,0,0,17/09/2009
2945,629.6,629.6,629.6,629.6,0,0,0,16/09/2009
2946,629.88,629.88,629.88,629.88,0,0,0,15/09/2009
2947,628.44,628.44,628.44,628.44,0,0,0,14/09/2009
2948,617.34,617.34,617.34,617.34,0,0,0,13/09/2009
2949,614.42,614.42,614.42,614.42,0,0,0,10/09/2009
2950,620.39,620.39,620.39,620.39,0,0,0,09/09/2009
